season,episode,character,sentence
1,2,SAYID,"No. No, no, no, no, it's not broken. We can't transmit because something else is already transmitting."
1,2,CHARLIE,Transmitting from where?
1,2,SHANNON,What?
1,2,SAYID,Somewhere close. The signal's strong.
1,2,CHARLIE,Somewhere close? You mean on the Island? That's great!
1,2,BOONE,Maybe it's other survivors.
1,2,SHANNON,From our plane? How would they even—
1,2,SAWYER,What kind of transmission is it?
1,2,SAYID,"Could be a sat phone, maybe a radio signal..."
1,2,KATE,Can we listen to it?
1,2,SAYID,Let me get the frequency first. Hold on.
1,2,SAWYER,There's no transmission.
1,2,KATE,Shut up.
1,2,CHARLIE,The rescue party. It has to be. . It's French! The French are coming! I've never been so happy to hear the French!
1,2,KATE,I never took French. What does she say?
1,2,SAYID,D-Does anybody speak French?
1,2,BOONE,She does.
1,2,SHANNON,"No, I don't. What?"
1,2,BOONE,What the hell are you talking about? You spent a year in Paris!
1,2,SHANNON,"Drinking, not studying!"
1,2,RADIO,Iteration 7294531.
1,2,CHARLIE,Okay. What's that?
1,2,SAYID,"Oh, no, no, no, no, no, no, no, no, no, no."
1,2,KATE,"""No, no, no"" what?"
1,2,SHANNON,"What ""no""?"
1,2,SAYID,The-the batteries are dying!
1,2,KATE,How much time do we have?
1,2,SAYID,Not much.
1,2,BOONE,I've heard you speak French! Just listen to this! Listen to it!
1,2,SHANNON,I can't!
1,2,SAWYER,You speak French or not? Because that would be nice.
1,2,RADIO,Iteration 17294532.
1,2,CHARLIE,That voice is weird. What is that?
1,2,BOONE,"Come on. Come on, Shannon!"
1,2,KATE,Come on!
1,2,SAYID,Come on!
1,2,SHANNON,It's... it's repeating.
1,2,SAYID,She's right.
1,2,BOONE,What?
1,2,SAYID,"It's a loop. ""Iteration""—it's repeating the same message. It's a counter. The next number will end... ""533""."
1,2,RADIO,Iteration 17294533.
1,2,SAWYER,Does anyone know what the hell he's talking about?
1,2,SAYID,"It's a running count of the number of times the message has repeated. It's roughly thirty seconds long, so... how long... ."
1,2,SAWYER,"Don't forget to carry the one, chief."
1,2,RADIO,Iteration 17294534.
1,2,SHANNON,"She's saying .. ""Please"". She's saying, ""Please help me. Please, come get me."""
1,2,SAWYER,Or she's not! You don't even speak French!
1,2,KATE,Let her listen!
1,2,BOONE,"Shut up, man!"
1,2,CHARLIE,"Guys, the battery. The battery."
1,2,RADIO,Iteration 17294535.
1,2,SHANNON,"I'm alone now. Uhm... On the Island alone. Please, someone come. The others, they're... they're dead. I-it killed them. I-it killed them all."
1,2,BOONE,That was good.
1,2,SAYID,Sixteen years.
1,2,SAWYER,What?
1,2,SAYID,Sixteen years. And five months. That's the count.
1,2,BOONE,What the hell are you talking about?
1,2,SAYID,The iterations. It's a distress call. A plea for help. A mayday. If the count is right... It's been playing over... and over... for sixteen years.
1,2,BOONE,Someone else? Was stranded here?
1,2,KATE,Maybe they came for them.
1,2,SAWYER,"If someone came, why is it still playing?"
1,2,CHARLIE,Guys. Where are we?
1,3,MARSHAL,Don't trust her. She's dangerous.
1,3,JACK,"You should try not to move, man."
1,3,MARSHAL,Have to find her. Have to bring her back.
1,3,JACK,"Yeah, you keep saying that. And every time I ask you who you have to bring back you pass out on me again. Since your fever's running pretty high, I'm guessing you have no idea who you're talking about."
1,3,MARSHAL,"My cuffs, my handcuffs. Where are my cuffs?"
1,3,JACK,What?
1,3,MARSHAL,My jacket pocket.
1,3,JACK,I don't...
1,3,MARSHAL,Jacket pocket.
1,3,JACK,Okay.
1,3,MARSHAL,Dangerous. She's dangerous.
1,3,BOONE,It's getting dark.
1,3,SAWYER,Then pick up the pace.
1,3,BOONE,Hick.
1,3,SAWYER,Little louder?
1,3,SAYID,We should make camp.
1,3,SHANNON,"What, here?"
1,3,SAYID,"Yes, here."
1,3,SAWYER,I'm not stopping. You all have a nice cookout.
1,3,SAYID,"Excellent, walk through the jungle in the dark."
1,3,SAWYER,"Oooo, afraid the trees are going to get us?"
1,3,SAYID,"No, what is knocking down the trees will get you."
1,3,SAWYER,"Well, if you're so worried about me, how about you give me the clip back?"
1,3,KATE,"Put the gun back in your pants, Sawyer. Sayid's right, if you keep walking you're not going to make it to the beach."
1,3,SAWYER,"Yeah, why's that?"
1,3,KATE,Trust me.
1,3,SAYID,This is Australia . This is us .
1,3,SAWYER,Nice stick.
1,3,SAYID,"Two days ago we take off from Sydney. We fly along the same north east route every commercial airliner bound for Los Angeles does. Now the pilot, he said he lost communication with the ground, correct?"
1,3,KATE,"Yeah, 6 hours in. He turned around and headed for Fiji."
1,3,SAYID,"So, we changed course. Regrettably, no one knew we changed course. The turbulence hit. We know the rest."
1,3,KATE,The pilot said we were over a thousand miles off course.
1,3,CHARLIE,"Yeah, but, they'll find us. They have satellites in space that can take pictures of your license plate."
1,3,SAYID,If only we were all wearing license plates.
1,3,CHARLIE,"Well, aren't you the pessimist."
1,3,SAYID,"Basic photography - point and shoot. Satellites can shoot, but they must be told where to point."
1,3,CHARLIE,Oh. Bollocks.
1,3,SAWYER,"Okay, really enjoyed the puppet show. Fantastic. But we're stuck in the middle of damn nowhere. How about we talk about that other thing? You know that transmission Abdul picked up on his little radio? The French chick that said, ""They're all dead."" The transmission's been on a loop for … how long was it, Freckles?"
1,3,KATE,16 years.
1,3,SAWYER,Right. Let's talk about that.
1,3,BOONE,"Well, we have to tell the others when we get back."
1,3,SHANNON,"Tell them what, exactly?"
1,3,BOONE,What we heard.
1,3,SHANNON,You didn't hear anything. I'm not a stupid translator.
1,3,SAYID,No one's going to tell them anything. To relay what we heard without fully understanding it will cause a panic. If we tell them what we know we take away their hope. And hope is a very dangerous thing to lose.
1,3,KATE,So we lie.
1,3,HURLEY,Was it a dinosaur?
1,3,JACK,It wasn't a dinosaur.
1,3,HURLEY,You say you didn't see it.
1,3,JACK,I didn't.
1,3,HURLEY,So how do you know it wasn't a dinosaur?
1,3,JACK,Because dinosaurs are extinct.
1,3,HURLEY,Oh. Yeah. So what's his story? He looks kind of... dying.
1,3,JACK,He's not going to die.
1,3,HURLEY,"He's yellow, man."
1,3,JACK,"His wound is infected, but the antibiotics will fight it off."
1,3,HURLEY,What if they don't?
1,3,JACK,"Then his body will shut down one piece at a time. His abdomen goes rigid, then..."
1,3,HURLEY,He looks like he's in pain.
1,3,JACK,Yeah.
1,3,HURLEY,"What's this? Uh, dude? Uh... What do you think she did?"
1,3,JACK,It's none of my business.
1,3,HURLEY,She looks pretty hard core.
1,3,JACK,Hurley...
1,3,SAYID,What are you doing?
1,3,BOONE,Standing guard. You heard what they said is out there.
1,3,SAWYER,"You took my gun off me, boy?"
1,3,SHANNON,"Please, you've never even held a gun. He doesn't believe in guns. He's goes on marches."
1,3,BOONE,I don't go on marches.
1,3,SAYID,Give it back to me.
1,3,SAWYER,"Yeah, give it to Al Jazeera, he'll protect us."
1,3,CHARLIE,Al Jazeera is a network.
1,3,BOONE,I'll keep the damn gun.
1,3,SHANNON,We should give it to her.
1,3,CHARLIE,"Yeah, Kate should hold the gun."
1,3,SAYID,Fine with me. Well?
1,3,RAY,Good morning.
1,3,KATE,Morning.
1,3,RAY,You were sleeping in my sheep pen.
1,3,KATE,Sorry.
1,3,RAY,How'd you get here?
1,3,KATE,I walked.
1,3,RAY,You walked?
1,3,KATE,Yeah.
1,3,RAY,From where?
1,3,KATE,Town.
1,3,RAY,Nearest town's 15 kilometers.
1,3,KATE,Maybe that's why I was so exhausted.
1,3,RAY,What's your name?
1,3,KATE,Annie.
1,3,RAY,"You hungry, Annie?"
1,3,RAY,So you want to tell me why you're trespassing on my property?
1,3,KATE,I ran out of money.
1,3,RAY,You're an American.
1,3,KATE,"Canadian. I graduated from college and figured I'd see the world. Australia was top of my list so I hopped a flight to Melbourne but I don't know anybody here so I figured I'd walk for awhile, you know."
1,3,RAY,Melbourne's 100 kilometers from here.
1,3,KATE,I like walking.
1,3,RAY,And you just happened to wonder onto my farm.
1,3,KATE,"I like farms, too."
1,3,RAY,Do you know how to work one?
1,3,KATE,Yeah.
1,3,RAY,"My wife died 8 months ago Wednesday. She left me with too many chores and a hell of a mortgage. If you help me with the first one, I'll give you a fair wage and a place to stay."
1,3,KATE,Deal.
1,3,RAY,No. I'm a lefty.
1,3,HURLEY,"Dude, dude, they're back."
1,3,SAYID,"As you and the others know, we hiked up the mountain in an attempt to help the rescue team locate us. The transceiver failed to pick up a signal. We weren't able to send out a call for help. But we're not giving up. If we gather electronic equipment - your cell phones, laptops - I can boost the signal and we can try again, but that may take some time. So for now, we should begin rationing our remaining food. If it rains, we should set up tarps to collect water. I need to organize 3 separate groups. Each group should have a leader. One group for water - I'll organize that. Who's going to organize electronics? You? Rationing food? Okay. And I believe a third group should concern themselves with the construction of..."
1,3,KATE,Hi.
1,3,JACK,Hey.
1,3,KATE,"I, um, I need to tell you something."
1,3,JACK,"Okay, sure."
1,3,KATE,"We couldn't send out a signal because there was another signal blocking it. The other signal - we heard it. It was a distress call from a French woman. She said that the others were dead - something had killed them all. She was alone on the Island. It's been playing for 16 years, Jack. I wanted to tell you."
1,3,JACK,Anything else?
1,3,KATE,How is he - the man with the shrapnel in his side?
1,3,JACK,It's touch-and-go.
1,3,KATE,He wake up?
1,3,JACK,"No, just for a few seconds during the surgery."
1,3,KATE,He say anything?
1,3,JACK,No.
1,3,HURLEY,So what'd she say?
1,3,JACK,She didn't say anything.
1,3,HURLEY,But you told her you knew?
1,3,JACK,I don't know anything.
1,3,HURLEY,"Well, you kind of know she's in that mug shot. And that we found those handcuffs. And that guy keeps mumbling ""she's dangerous, she's dangerous"" over and over."
1,3,JACK,It's not my business. Not my problem.
1,3,HURLEY,"Yeah, you're right. We'll let Johnny Fever take care of her when he gets better."
1,3,JACK,He's not getting better if we don't get some stronger antibiotics.
1,3,HURLEY,That stuff I got from the luggage...
1,3,JACK,It's for ear infections and foot fungus.
1,3,HURLEY,"We went through everything, man."
1,3,JACK,What about that luggage in the overhead compartments?
1,3,HURLEY,That's inside the plane.
1,3,JACK,Yeah?
1,3,HURLEY,"But, the bodies are in there, and they're all... dead."
1,3,JACK,"Look, I'll handle it. Why don't you keep an eye on him...?"
1,3,HURLEY,Great. Yeah - love to - on it.
1,3,SAWYER,Boo.
1,3,JACK,What are you doing in here?
1,3,SAWYER,"Trick or treat, same as you."
1,3,JACK,You're looting.
1,3,SAWYER,"Aww, you say potato..."
1,3,JACK,What's in the bag?
1,3,SAWYER,"Booze, smokes, couple of Playboys. What's in yours?"
1,3,JACK,Medicine.
1,3,SAWYER,"Well, that about sums it up, don't it?"
1,3,JACK,"Do you do this back home, too - steal from the dead?"
1,3,SAWYER,"Brother, you've to got wake up and smell the bull crap here, rescue ain't comin'. You're just wasting your time. You're trying to save a guy who last time I checked had a piece of metal the size of my head sticking out of his bread basket. Let me ask you something? How many of those pills are you going to use to fix him up?"
1,3,JACK,As many as it takes.
1,3,SAWYER,"Yeah? How many you got? You're just not looking at the big picture, Doc. You're still back in civilization."
1,3,JACK,Yeah? And where are you?
1,3,SAWYER,Me? I'm in the wild.
1,3,CHARLIE,"Whoa, hey, I got it. I got it."
1,3,CLAIRE,Thanks.
1,3,CHARLIE,"Well, look on the bright side. Whoever's this was is probably better off than we are. I got it."
1,3,SUN,여기… 당신 가방 찾은 것 같아요!
1,3,JIN,그래? 보자. 아니야.
1,3,SUN,그럼 계속 찾아볼게요.
1,3,JIN,"잠깐, 이리 와 봐. 니 모습 좀 봤니? 니 옷하고 얼굴이 너무 더러워 보여. 빨리 씻어라. 자기야. 사랑해."
1,3,CHARLIE,"So, how's the baby?"
1,3,CLAIRE,"It's okay, I think."
1,3,CHARLIE,"Good. So, your husband. Was he on the flight?"
1,3,CLAIRE,"Oh, no. I'm not married."
1,3,CHARLIE,Oh.
1,3,CLAIRE,I know - how modern of me.
1,3,CHARLIE,"Well, who needs men, right? Bloody useless."
1,3,CLAIRE,"So, you guys hiked all the way up that mountain for nothing, huh?"
1,3,KATE,"Hey, sorry."
1,3,HURLEY,I was going to get some more water.
1,3,KATE,We haven't met. I'm Kate.
1,3,HURLEY,"Hi, Kate."
1,3,KATE,Hi.
1,3,HURLEY,Hurley.
1,3,KATE,I was just looking for Jack and I thought he might be in there.
1,3,HURLEY,"Yeah, no. Uh, he went to go get some medicine... over there."
1,3,KATE,Where? In the fuselage?
1,3,HURLEY,"What? Yeah, in the uh, uh, you know? I've got to get that water."
1,3,RAY,The bank would have given you a heck of a toaster if you had kept that in a savings account.
1,3,KATE,What do I need a toaster for?
1,3,RAY,"You're hiding your wages in a tin can, Annie. I mean, I would have held on to it for you."
1,3,KATE,I got trust issues.
1,3,RAY,Weren't you going to say goodbye?
1,3,KATE,Wrote you a note.
1,3,RAY,"You've been here almost 3 months, Annie. And every time I ask you about yourself, you get that look in your eye. Yeah, that one. So, I mind my own business. I figured maybe you got off on the wrong side of a bad relationship. Maybe you ran. I always knew you'd leave here someday. I guess I hoped it wouldn't be in the middle of the night."
1,3,KATE,I'm sorry.
1,3,RAY,"Yeah, so am I."
1,3,RAY,"Hey, Annie, why don't you just stay one more night, eh? I'll drive you to the train station first thing in the morning. I promise."
1,3,KATE,Okay.
1,3,RAY,"I get it, you know. Everyone deserves a fresh start."
1,3,Jack,Damn it. Damn it.
1,3,JACK,"Just breathe. Come on, come on, look, look at me, look. What did you do?"
1,3,KATE,I was just checking to if he was... he jumped on me. He grabbed me. Is he... okay?
1,3,JACK,"He's not responding to antibiotics, he's bleeding internally, his fever's pushing 104. And his abdomen's rigid. He needs water."
1,3,KATE,"So, what are you going to do about it?"
1,3,JACK,About what?
1,3,KATE,About him.
1,3,JACK,"I told you, he needs water."
1,3,KATE,Will he suffer?
1,3,JACK,What?
1,3,KATE,Will it be quick?
1,3,JACK,"No. It won't be quick. 2, 3, maybe 4 days."
1,3,KATE,And he'll feel it?
1,3,JACK,"Yeah, he'll feel it."
1,3,KATE,Can't you put him out of his misery?
1,3,JACK,"I saw your mug shot, Kate. I am not a murderer."
1,3,RAY,Do they listen to Patsy Cline in Canada?
1,3,KATE,They listen to Patsy Cline everywhere.
1,3,RAY,You hungry?
1,3,KATE,I'll eat on the train.
1,3,RAY,You sure? There's a little place up here that makes a mean burger.
1,3,KATE,"What are you looking for, Ray?"
1,3,RAY,What?
1,3,KATE,How long have you known?
1,3,RAY,Couple of days. I saw your picture in the post office. I guess they knew you were Down Under.
1,3,KATE,Why?
1,3,RAY,"The reward's 23,000 dollars. I told you when I met you, I've got a hell of a mortgage. If it makes you feel any better, it was a hard decision, Annie."
1,3,KATE,My name's not Annie.
1,3,MICHAEL,"Hey, who was that guy you were hanging out with?"
1,3,WALT,What guy?
1,3,MICHAEL,The bald guy.
1,3,WALT,"Oh, Mr. Locke?"
1,3,MICHAEL,Mr. Locke got any kids?
1,3,WALT,He didn't say.
1,3,MICHAEL,"Yeah, what did he say?"
1,3,WALT,I don't know.
1,3,MICHAEL,What do you mean you don't know. What did he say?
1,3,WALT,Some of it's secret.
1,3,MICHAEL,Did he tell you not to tell me?
1,3,WALT,No.
1,3,MICHAEL,Then what's the secret?
1,3,WALT,Mr. Locke said a miracle happened to him.
1,3,MICHAEL,"Yeah, well, a miracle happened to all of us, Walt. We survived a plane crash. Look, I don't want you hanging around with him anymore."
1,3,WALT,Why not? He's my friend.
1,3,MICHAEL,"Hey, I'm your friend, too."
1,3,WALT,"If you were my friend, you'd find Vincent."
1,3,MICHAEL,"Walt, look, I haven't given up on your dog. I'm going to do everything I can to find him."
1,3,WALT,No you won't.
1,3,MICHAEL,"Yeah, Walt, I will."
1,3,WALT,You don't care about Vincent.
1,3,MICHAEL,"I'm going to get your dog back as soon as it stops raining. Hey listen to me, I'm going to get your dog back."
1,3,MICHAEL,"Yeah, soon as it stops raining - good, nice. I'm going to find your dog... yeah, I'm just going to go walking through the haunted damn jungle looking for your... Vincent?"
